address,name,description,price,daily_volume,market_cap,holders,initials
0x8c15ef5b4b21951d50e53e4fbda8298ffad25057,Function X (FX),"Function X is an ecosystem built entirely on and for the blockchain. It consists of five elements: f(x) OS, f(x) public blockchain, f(x) FXTP, f(x) docker and f(x) IPFS.",$0.1038,"$13,437,831","$13,227,884","3,516",FX
0xfe5f141bf94fe84bc28ded0ab966c16b17490657,LibraToken (LBA),Decentralized lending infrastructure facilitating open access to credit networks on Ethereum.,$0.0217,"$12,628,874","$13,118,707","31,463",LBA
0x115ec79f1de567ec68b7ae7eda501b406626478e,CarryToken (CRE),"Carry makes personal data fair for consumers, marketers and merchants",$0.0040,"$1,741,017","$11,944,345","18,458",CRE
0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,Polymath (POLY),Polymath aims to enable securities to migrate to the blockchain.,$0.0268,"$3,930,563","$11,872,496","92,136",POLY
0x054c64741dbafdc19784505494029823d89c3b13,ETERNAL TOKEN (XET),"The Eternal Project is an undertaking for the rapid spread of Eternal Wallet and Eternal Coin around the world, by utilizing the skills and infrastructures of global corporations and individuals.",$0.1961,"$414,834","$11,852,861","8,986",XET
0x8e1b448ec7adfc7fa35fc2e885678bd323176e34,Egretia (EGT),HTML5 Blockchain Engine and Platform,$0.0028,"$3,342,615","$11,679,710","16,965",EGT
0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,QuarkChain Token (QKC),A High-Capacity Peer-to-Peer Transactional System,$0.0047,"$8,937,975","$11,416,895","8,199",QKC
0x8f8221afbb33998d8584a2b05749ba73c37a938a,Request (REQ),"A decentralized network built on top of Ethereum, which allows anyone, anywhere to request a payment.",$0.0145,"$107,989","$11,373,735","35,898",REQ
0x0198f46f520f33cd4329bd4be380a25a90536cd5,PlayChip (PLA),"The mission of the PlayChip is to deliver the world’s biggest incentivised, blockchain-enabled sports community and gaming ecosystem",$0.0008,$32,"$11,349,749","1,056",PLA
0x8eb24319393716668d768dcec29356ae9cffe285,SingularityNET (AGI),Decentralized Marketplace for AI.,$0.0208,"$306,003","$11,249,720","12,969",AGI
0x16f812be7fff02caf662b85d5d58a5da6572d4df,United Traders Token (UTT),United Traders – a brand that encompasses several products in the field of trading,$0.2968,$192,"$11,133,455","1,413",UTT
0xea11755ae41d889ceec39a63e6ff75a02bc1c00d,Cortex Coin (CTXC),Decentralized AI autonomous system.,$0.0742,"$1,375,910","$11,112,465","24,278",CTXC
0x5e6b6d9abad9093fdc861ea1600eba1b355cd940,IOT Chain (ITC),IoT Chain aims to be a A High Security Lite IoT OS,$0.1255,"$1,752,330","$10,478,126","21,952",ITC
0xe3818504c1b32bf1557b16c238b2e01fd3149c17,PILLAR (PLR),Building the a cryptocurrency and token wallet that aims to become the dashboard for your digital life.,$0.0401,"$7,772","$10,410,327","21,368",PLR
0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,Numeraire (NMR),The stock market is inefficient with respect to new developments in machine learning — only a fraction of the world's data scientists have access to its data. Numerai is changing this.,$7.6101,"$54,228","$10,268,490","17,863",NMR
0xc77b230f31b517f1ef362e59c173c2be6540b5e8,VidyCoin (VIDY),"Vidy is a decentralized video ad ecosystem. Users earn VidyCoins by watching embedded ads, and can spend those coins with a one tap purchase without ever leaving the page.",$0.0017,"$9,672,982","$10,249,151","5,435",VIDY
0x985dd3d42de1e256d09e1c10f112bccb8015ad41,OceanToken (OCEAN),"An ecosystem for the data economy and associated services, with a tokenized service layer that securely exposes data, storage, compute and algorithms for consumption.",$0.0297,"$9,660,846","$10,125,327","5,181",OCEAN
0xaad54c9f27b876d2538455dda69207279ff673a5,Davinci coin (DAC),Blockchain ecosystem for building and deploying decentralized application,$0.0028,"$23,591","$10,078,714","55,892",DAC
0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,FirstBlood (ST),FirstBlood.io (“FirstBlood”) is a decentralized Esports gaming platform that is powered by the blockchain,$0.1150,$742,"$9,840,244","19,376",ST
0xB97048628DB6B661D4C2aA833e95Dbe1A905B280,TenXPay (PAY),TenX connects your blockchain assets for everyday use. TenX’s debit card and banking licence will allow us to be a hub for the blockchain ecosystem to connect for real-world use cases.,$0.0705,"$409,346","$9,521,645","56,656",PAY
0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433,Storm (STORM),"Storm Market aims to make it easier for members to find new ways to earn, engage, and advance with their gamified micro-task platform for STORM tokens.",$0.0015,"$1,966,314","$9,514,999","35,711",STORM
0xdf2c7238198ad8b389666574f2d8bc411a4b7428,Mainframe Token (MFT),A decentralized network for censorship-resistant message routing.,$0.0011,"$1,285,558","$9,470,847","22,729",MFT
0x697beac28b09e122c4332d163985e8a73121b97f,QRL (QRL),The Quantum Resistant Ledger (QRL) aims to be a future-proof post-quantum value store and decentralized communication layer which tackles the threat Quantum Computing will pose to cryptocurrencies.,$0.1359,"$312,182","$9,454,590","2,498",QRL
0xdf6ef343350780bf8c3410bf062e0c015b1dd671,Blackmoon Crypto Token (BMC),A way to tokenized real world investing funds.,$0.1704,$269,"$9,199,883","6,178",BMC
0x0bef619cf38cf0c22967289b8419720fbd1db9f7,AEN. (AEN),"HealthTech, Smart Capital, and Prime Brokerage Solutions",$0.0337,"$97,872","$8,998,693","9,104",AEN
0x8290333cef9e6d528dd5618fb97a76f268f3edd4,Ankr Network (ANKR),Distributed computing platform that aims to leverage idle computing resources in data centers and edge devices.,$0.0022,"$1,008,776","$8,948,794","4,771",ANKR
0xdcd85914b8ae28c1e62f1c488e1d968d5aaffe2b,TOP Network (TOP),TOP Network is a decentralized open communication network that provides cloud communication services on the blockchain.,$0.0026,"$9,277,703","$8,883,401",672,TOP
0x8716fc5da009d3a208f0178b637a50f4ef42400f,UltrainGas (UGAS),Ultrain Technology Limited is the next generation public-blockchain technology venture that focuses on building a high performance decentralized blockchain platform through its programmable tech-infrastructure.,$0.0507,"$1,795,440","$8,702,234","5,384",UGAS
0xfe39e6a32acd2af7955cb3d406ba2b55c901f247,ZTCoin (ZT),"ZBG is a global innovative tokens exchange platform, providing investors with a lithesome and rapid globalization digital asset exchange experience.",$0.0385,"$287,413","$8,689,151","42,989",ZT
0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38,UTRUST (UTK),Aims to be a safe payment platform in the world for buyers and sellers.,$0.0192,"$25,140,975","$8,622,926","17,482",UTK
0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af,CoinDash (CDT),"Get insight about your crypto portfolio. Benchmark it against the market and other traders. Follow the best performing investors and invest exactly like them with the copy trade feature. Discover new opportunities, and new tools.",$0.0127,"$791,987","$8,570,865","15,558",CDT
0x20e94867794dba030ee287f1406e100d03c84cd3,DEW (DEW),"DEW is a Decentralized Exchange and also a gateway to the global blockchain securities market, through an almighty account, you can trade Blockchain Assets, Stocks, Futures, Forex, ETF, Bet Contract etc.",$0.0807,$0,"$8,327,635","4,393",DEW
0xc5bbae50781be1669306b9e001eff57a2957b09d,Gifto (GTO),Decentralized Universal Gifting Protocol.,$0.0135,"$1,151,713","$8,132,216","115,161",GTO
0x0cf0ee63788a0849fe5297f3407f701e122cc023,DATAcoin (DATA),Streamr is building the world’s leading Marketplace and decentralised Network for real-time data.,$0.0119,"$258,918","$8,039,292","434,198",DATA
0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,Raiden (RDN),"The Raiden Network is an off-chain scaling solution, enabling near-instant, low-fee and scalable payments. It’s complementary to the Ethereum blockchain and works with any ERC20 compatible token.",$0.1563,"$2,859,260","$7,906,819","13,594",RDN
0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,Dragon (DRGN),Dragonchain simplifies the integration of real business applications onto a blockchain.,$0.0326,"$27,132","$7,763,340","35,670",DRGN
0xf278c1ca969095ffddded020290cf8b5c424ace2,RUFF (RUFF),Decentralized open source blockchain architecture for high efficiency Internet of Things application development,$0.0079,"$932,973","$7,716,510","52,026",RUFF
0x8b40761142b9aa6dc8964e61d0585995425c3d94,Tripio (TRIO),Decentralized travel marketplace and protocols.,$0.0020,"$1,878,396","$7,682,117","17,990",TRIO
0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8,Everex (EVX),"Everex aims to enable you to transfer, borrow, and trade in any fiat currency, anywhere.",$0.3366,"$2,349,426","$7,640,624","6,926",EVX
0xee74110fb5a1007b06282e0de5d73a61bf41d9cd,BHPCash (BHPC),"Distributed bank based on bitcoin hash power credit, offers innovative service of receiving dividend from mining and multiple derivative financial services on the basis of mining hash power.",$0.8306,"$1,978,681","$7,583,496","45,146",BHPC
0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,Simple Token (ST),OST KIT gives you all the tools you need to run your blockchain-powered economy on open scalable sidechains.,$0.0111,"$127,707","$7,580,532","11,750",ST
0x2d0e95bd4795d7ace0da3c0ff7b706a5970eb9d3,All Sports Coin (SOC),All Sports public blockchain hopes to fill in the blank of blockchain application in sports industry through blockchain technology.,$0.0050,"$196,249","$7,507,504","23,502",SOC
0xff0e5e014cf97e0615cb50f6f39da6388e2fae6e,Origo (OGO),The Privacy Preserving Platform for Decentralized Applications,$0.0191,"$25,205,967","$7,475,797","3,671",OGO
0x93190dbce9b9bd4aa546270a8d1d65905b5fdd28,DAPSTOKEN (DAPS),The DAPS project plans to create the world's first fully private blockchain that also maintains the 'Trustless' structure of traditional public blockchains.,$0.0001,"$14,320","$7,464,652","5,660",DAPS
0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,Measurable Data Token (MDT),Decentralized Data Exchange Economy.,$0.0131,"$16,153,048","$7,281,652","19,901",MDT
0x8c4e7f814d40f8929f9112c5d09016f923d34472,XCELTOKEN PLUS (XLAB),"XcelTrip is blockchain based travel platform which is fully functional with over 800,000 hotels and 400 airlines worldwide.",$0.0012,"$1,235","$7,257,419","98,604",XLAB
0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,Po.et (POE),"Po.et aims to reclaim value for content creators, publishers and consumers.",$0.0023,"$112,384","$7,144,673","17,016",POE
0xb5a73f5fc8bbdbce59bfd01ca8d35062e0dad801,Perlin (PERL),"A high-throughput, DAG-based protocol capable of powering any application.",$0.0271,"$733,204","$7,094,719","2,396",PERL
0xde2f7766c8bf14ca67193128535e5c7454f8387c,Metadium (META),"Metadium is the next-generation identiy protocol layer of the internet, powered by blockchain with trustless trust.",$0.0056,"$183,671","$6,964,692","4,137",META
0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,TAAS (TAAS),TaaS is a tokenized closed-end fund designed to reduce the risks and technical barriers of investing in the blockchain space.,$0.8517,$214,"$6,938,228","4,236",TAAS
0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,Quantstamp (QSP),Quantstamp – the Protocol for Securing Smart Contracts. We believe in the future of smart contracts and are building a foundational technology to protect users and investors – with scalable proofs-of-audit.,$0.0112,"$73,481","$6,893,433","40,484",QSP
0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,Dusk Network (DUSK),Dusk streamlines the issuance of digital securities and automates trading compliance with the programmable and confidential securities.,$0.0533,"$892,518","$6,759,258","13,726",DUSK
0x4470BB87d77b963A013DB939BE332f927f2b992e,AdEx (ADX),Decentralized Ad Network,$0.0815,"$307,880","$6,702,540","11,948",ADX
0x5e3346444010135322268a4630d2ed5f8d09446c,LockTrip (LOC),Hotel Booking & Vacation Rental Marketplace With 0% Commissions.,$0.4472,"$15,674","$6,686,764","36,357",LOC
0xed494c9e2f8e34e53bdd0ea9b4d80305cb15c5c2,CWV Chain (CWV),An entry-level gaming scenarized entrance of Blockchain world,$0.0019,"$758,016","$6,663,448","46,670",CWV
0xebbdf302c940c6bfd49c6b165f457fdb324649bc,Hydro (HYDRO),"Hydro is an open-source blockchain project, with a global community dedicated to solving the unbanked problem.",$0.0006,"$3,832,652","$6,657,962","8,739",HYDRO
0x0a50c93c762fdd6e56d86215c24aaad43ab629aa,LGO Token (LGO),Exchange with decentralized ledgers,$0.0509,$0,"$6,643,491","8,853",LGO
0xde7d85157d9714eadf595045cc12ca4a5f3e2adb,STPT (STPT),Decentralized Network for the Tokenization of any Asset.,$0.0096,"$366,151","$6,606,223",594,STPT
0xdd16ec0f66e54d453e6756713e533355989040e4,Tokenomy (TEN),Blockchain Project Launchpad & Token Exchange,$0.0326,"$17,719","$6,529,952","3,906",TEN
0xcc80c051057b774cd75067dc48f8987c4eb97a5e,Ethfinex Nectar Token (NEC),"Nectar token (NEC), used to incentivise liquidity and reward loyal customers of Ethfinex.",$0.0790,"$20,498","$6,505,421",185,NEC
0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814,Aurora DAO (AURA),Aurora is a collection of Ethereum applications and protocols that together form a decentralized banking and finance platform.,$0.0332,$0,"$6,445,248","42,646",AURA
0x076C97e1c869072eE22f8c91978C99B4bcB02591,CommerceBlock (CBT),Infrastructure company that provides a suite of tools for traditional asset markets to leverage the highly flexible and powerful qualities of blockchain based digital asset protocols,$0.0364,"$1,764","$6,348,162","1,981",CBT
0x5732046a883704404f284ce41ffadd5b007fd668,Bluzelle (BLZ),Aims to be the next-gen database protocol for the decentralized internet.,$0.0301,"$579,668","$6,343,970","23,547",BLZ
0xAc709FcB44a43c35F0DA4e3163b117A17F3770f5,Arcade (ARC),"RIDESHARING - Arcade City is peer-to-peer everything — with networks built
by local communities, not corporations.",$4.2954,$0,"$6,328,271",188,ARC
0x4946fcea7c692606e8908002e55a582af44ac121,FOAM Token (FOAM),The FOAM Proof of Location protocol is a permissionless and autonomous network of radio beacons that can offer secure location services independent of external centralized sources such as GPS,$0.0218,"$17,072","$6,238,415","2,000",FOAM
0x4156D3342D5c385a87D264F90653733592000581,Salt (SALT),SALT lets you leverage your blockchain assets to secure cash loans. We make it easy to get money without having to sell your favorite investment.,$0.0774,"$255,445","$6,217,156","66,054",SALT
0x4672bad527107471cb5067a887f4656d585a8a31,Dropil (DROP),"Dropil focuses on innovative technologies for autonomous & intelligent trading, reporting and storage in the cryptocurrency world.",$0.0003,"$262,457","$6,204,692","44,684",DROP
0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7,TokenClub Token (TCT),"TokenClub, a blockchain-based cryptocurrency investment service community",$0.0128,"$169,109","$6,174,065","21,340",TCT
0xbe428c3867f05dea2a89fc76a102b544eac7f772,CyberVeinToken (CVT),A universal network of decentralized databases,$0.0058,"$324,494","$6,103,617","41,032",CVT
0xeb9a4b185816c354db92db09cc3b50be60b901b6,OriginSport Token (ORS),A blockchain based sports betting platform,$0.0203,"$7,331,997","$6,076,307","5,203",ORS
0x28b5e12cce51f15594b0b91d5b5adaa70f684a02,NapoleonX (NPX),The crypto asset manager piloting trading bots.,$0.2481,"$51,246","$6,033,237","5,368",NPX
0x5b2e4a700dfbc560061e957edec8f6eeeb74a320,Insolar (INS),Insolar is building an open-source enterprise-grade blockchain platform to enable seamless interactions between companies and new growth opportunities powered by distributed trust,$0.1854,"$12,112,967","$6,026,491","16,098",INS
0x89c6c856a6db3e46107163d0cda7a7ff211bd655,Darico Ecosystem Coin (DEC),"Darico’s complete solution lets you monitor, trade, invest and spend your cryptocurrencies all from one integrated ecosystem.",$0.0994,"$1,313","$5,946,345","5,208",DEC
0x8713d26637cf49e1b6b4a7ce57106aabc9325343,CNN Token (CNN),Blockchain-based Content Ecosystem,$0.0002,"$127,801","$5,935,461","100,423",CNN
0xc7c03b8a3fc5719066e185ea616e87b88eba44a3,EligmaToken (ELI),"Eligma is a cognitive commerce platform aiming to create a user-friendly and safe consumer experience with AI and blockchain technology. One of its features is Elipay, a cryptocurrency transaction system.",$0.0298,"$154,984","$5,913,021","2,558",ELI
0x9e3319636e2126e3c0bc9e3134aec5e1508a46c7,UTN-P: Universa Token (UTNP),"The Universa blockchain is a cooperative ledger of state changes, performed by
licensed and trusted nodes.",$0.0032,"$16,392","$5,886,403","10,251",UTNP
